NameP%Rgn%DateIn%PtType%Srvcs%XchType%UID%PrntBIC%AccountCBRBIC%Idx
УФК по Астраханской области%12%2010-06-08%52%3%1%1280002005% %041280103%1
"УРАЛЬСКИЙ ФИЛИАЛ АО ""РАЙФФАЙЗЕНБАНК"""%65%2005-03-03%30%3%1%6577906000%044525700%046577906%2
"ФИЛИАЛ ""БАНКА ЗАРЕЧЬЕ"" (АО) В Г. ОРЛЕ"%54%2012-04-19%30%3%1%5402704000%049205772%045402704%3
"ИКБР ""ЯРИНТЕРБАНК"" (ООО)"%78%1994-01-20%20%3%1%7888728000% %047888728%4
ИКМО%45%2016-05-13%99%1%0%4525000169% %278000688%5
"БАЙКОНУРСКИЙ ФИЛИАЛ АБ ""РОССИЯ"""%00%2015-02-24%30%3%1%0037471000%044030861%040037471%6
Избирательная комиссия Брянской области%15%1995-08-11%99%1%0%1501001002% %215000042%7
Избирательная комиссия Псковской области%58%2000-01-01%99%1%0%5805001005% %258000013%8
УФК по Чеченской Республике%96%2011-06-29%52%3%1%9626002001% %049626100%9
УФК по Нижегородской области%22%2010-12-24%52%3%1%2299002001% %042299100%10
УФК по Архангельской области и Ненецкому автономному округу%11%2011-03-09%52%3%1%1122002001% %041122101%11
УФК по Астраханской области%12%2010-12-31%52%3%1%1236002001% %041236100%12
Избирательная комиссия Приморского края%05%1995-06-27%99%1%0%0507001001% %205000024%13
избирательная комиссия Нижегородской области%22%2010-04-12%99%1%0%2202001003% %222000300%14
Избирательная комиссия Свердловской области%65%2016-05-31%99%1%0%6577001004% %280001523%15
"КУЗБАССКИЙ ФИЛИАЛ АО ""УГЛЕМЕТБАНК"""%32%2005-09-22%30%3%1%3207707000%047501787%043207707%16
"ФМКБ ""ДОН-ТЕКСБАНК"" ООО В Г.НОВОШАХТИНСКЕ"%60%2015-03-02%30%3%1%6014336000%046014718%046014336%17
"ФИЛИАЛ АКБ ""ФОРА-БАНК"" (АО) В Г.ЯРОСЛАВЛЬ"%78%2006-06-08%30%3%1%7888710000%044525341%047888710%18
"""БСТ-БАНК"" АО"%32%1994-07-29%20%3%1%3209706000% %043209706%19
НАЦИОНАЛЬНЫЙ БАНК РЕСПУБЛИКИ АБХАЗИЯ%03%2012-03-23%20%1%1%0396055000% %040396055%20
"ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ АБ ""РОССИЯ"""%65%2017-05-16%30%3%1%6577507000%044030861%046577507%21
"НОВОСИБИРСКИЙ ФИЛИАЛ АБ ""РОССИЯ"""%50%2018-02-14%30%3%1%5004701000%044030861%045004701%22
"СИМФЕРОПОЛЬСКИЙ ФИЛИАЛ АБ ""РОССИЯ"""%35%2014-06-16%30%3%1%3510107000%044030861%043510107%23
