reg;naimko;regko;golofic;filial;dopof;vsego
Волгоградская область;АО «Газэнергобанк»;3252;;;3;3
Волгоградская область;Банк «ВБРР» (АО);3287;;;1;1
Волгоградская область;АО «Райффайзенбанк»;3292;;;1;1
Волгоградская область;АО «Кредит Европа Банк (Россия)»;3311;;;1;1
Волгоградская область;АО «Россельхозбанк»;3349;;1;27;28
Волгоградская область;КБ «Ренессанс Кредит» (ООО);3354;;;2;2
Волгоградская область;АО «СМП Банк»;3368;;;1;1
Волгоградская область;АО Банк «Национальный стандарт»;3421;;;5;5
Волгоградская область;НКО «ИНКАХРАН» (АО);3454;;;1;1
Волгоградская область;АО КБ «ЮНИСТРИМ»;3467;;;1;1
Ростовская область;АО ЮниКредит Банк;1;;1;1;2
Ростовская область;АО «БКС Банк»;101;;;2;2
Ростовская область;ПАО КБ «Сельмашбанк»;106;1;;;1
Ростовская область;ООО «ХКФ Банк»;316;;;7;7
Ростовская область;Банк ГПБ (АО);354;;;7;7
Ростовская область;ПАО КБ «УБРиР»;429;;;1;1
Ростовская область;ООО КБ «РостФинанс»;481;1;;6;7
Ростовская область;ПАО «Донкомбанк»;492;1;;5;6
Ростовская область;ООО «ЗЕМКОМБАНК»;574;1;;;1
Ростовская область;АО «Почта Банк»;650;;;9;9
Ростовская область;ООО КБ «ГТ банк»;665;;;1;1
Ростовская область;ПАО Банк Синара;705;;;2;2
Ростовская область;ПАО «Совкомбанк»;963;;;12;12
Ростовская область;Банк ВТБ (ПАО);1000;;1;30;31
Ростовская область;АО «РЕАЛИСТ БАНК»;1067;;;1;1
Ростовская область;ООО «ФФИН Банк»;1143;;;1;1
Ростовская область;АО «АЛЬФА-БАНК»;1326;;1;28;29
Ростовская область;РНКБ Банк (ПАО);1354;;;1;1
Ростовская область;ПАО Сбербанк;1481;;2;400;402
Ростовская область;«СДМ-Банк» (ПАО);1637;;;1;1
Ростовская область;АО МОСОБЛБАНК;1751;;1;;1
Ростовская область;МКБ «Дон-Тексбанк» ООО;1818;1;2;2;5
Ростовская область;АКБ «ФОРА-БАНК» (АО);1885;;1;5;6
Ростовская область;ПАО Банк «ФК Открытие»;2209;;1;7;8
Ростовская область;ТКБ БАНК ПАО;2210;;;1;1
Ростовская область;АО «Банк Интеза»;2216;;1;;1
Ростовская область;ПАО КБ «Центр-инвест»;2225;1;;57;58
Ростовская область;ПАО «МТС-Банк»;2268;;;2;2
Ростовская область;ПАО РОСБАНК;2272;;1;6;7
Ростовская область;ПАО «БАНК УРАЛСИБ»;2275;;;2;2
Ростовская область;АО «Банк Русский Стандарт»;2289;;;3;3
Ростовская область;АКБ «Абсолют Банк» (ПАО);2306;;;1;1
Ростовская область;Банк СОЮЗ (АО);2307;;;1;1
Ростовская область;АО «Банк ДОМ.РФ»;2312;;;1;1
Ростовская область;ПАО АКБ «Металлинвестбанк»;2440;;;1;1
Ростовская область;КБ «Кубань Кредит» ООО;2518;;;12;12
Ростовская область;АО КБ «Пойдём!»;2534;;;3;3
Ростовская область;АО АКБ «НОВИКОМБАНК»;2546;;1;1;2
Ростовская область;АО КБ «Ситибанк»;2557;;1;;1
Ростовская область;ООО «Банк БКФ»;2684;;;1;1
Ростовская область;КБ «ЛОКО-Банк» (АО);2707;;;1;1
Ростовская область;АО «ОТП Банк»;2766;;1;15;16
Ростовская область;ЮГ-Инвестбанк (ПАО);2772;;;4;4
Ростовская область;АО «Банк ФИНАМ»;2799;;;1;1
Ростовская область;ПАО АКБ «АВАНГАРД»;2879;;;3;3
Ростовская область;АО «Таганрогбанк»;3136;1;;2;3
Ростовская область;ПАО «Промсвязьбанк»;3251;;;13;13
Ростовская область;АО «Газэнергобанк»;3252;;;2;2
Ростовская область;ПАО Банк ЗЕНИТ;3255;;;1;1
Ростовская область;Банк «ВБРР» (АО);3287;;;1;1
Ростовская область;АО «Райффайзенбанк»;3292;;;1;1
Ростовская область;АО «Кредит Европа Банк (Россия)»;3311;;;1;1
Ростовская область;АО «Россельхозбанк»;3349;;1;39;40
Ростовская область;КБ «Ренессанс Кредит» (ООО);3354;;;1;1
Ростовская область;АО «СМП Банк»;3368;;;1;1
Ростовская область;НКО «ИНКАХРАН» (АО);3454;;;1;1
Ростовская область;АО КБ «ЮНИСТРИМ»;3467;;;3;3
Ростовская область;ЦМРБанк (ООО);3531;;1;2;3
г. Севастополь;АО «АБ „РОССИЯ“;328;;;8;8
г. Севастополь;РНКБ Банк (ПАО);1354;;;29;29
г. Севастополь;ПАО Сбербанк;1481;;;1;1
г. Севастополь;АО «ГЕНБАНК»;2490;;;9;9
г. Севастополь;АО КБ «ИС Банк»;3175;;;1;1
г. Севастополь;ПАО «Промсвязьбанк»;3251;;1;3;4
г. Севастополь;АО «Банк ЧБРР»;3527;;;5;5

Республика Алтай;Банк ВТБ (ПАО);1000;;;1;1
Республика Алтай;АО «АЛЬФА-БАНК»;1326;;;1;1
Республика Алтай;ПАО Сбербанк;1481;;1;22;23
Республика Алтай;«Азиатско-Тихоокеанский Банк» (АО);1810;;;1;1
Республика Алтай;АКБ «НООСФЕРА» (АО);2650;1;;1;2
Республика Алтай;ООО КБ «Алтайкапиталбанк»;2659;;;1;1
Республика Алтай;ПАО Банк ЗЕНИТ;3255;;;1;1
Республика Алтай;АО «Россельхозбанк»;3349;;;6;6
Республика Тыва;АО «Почта Банк»;650;;;1;1
Республика Тыва;ПАО «Совкомбанк»;963;;;1;1
Республика Тыва;ПАО Сбербанк;1481;;1;22;23
Республика Тыва;ПАО РОСБАНК;2272;;;3;3
Республика Тыва;ПАО «Промсвязьбанк»;3251;;;1;1
Республика Тыва;АО «Россельхозбанк»;3349;;1;16;17
Республика Хакасия;ООО «ХКФ Банк»;316;;;1;1
Республика Хакасия;Банк ГПБ (АО);354;;;1;1
Республика Хакасия;АО «Почта Банк»;650;;;2;2
Республика Хакасия;ПАО «Совкомбанк»;963;;;4;4
Республика Хакасия;Банк ВТБ (ПАО);1000;;;3;3
Республика Хакасия;ООО «Хакасский муниципальный банк»;1049;1;;19;20
Республика Хакасия;АО «АЛЬФА-БАНК»;1326;;;3;3
Республика Хакасия;ПАО Сбербанк;1481;;1;34;35
Республика Хакасия;«Азиатско-Тихоокеанский Банк» (АО);1810;;;6;6
Республика Хакасия;АКБ «Ланта-Банк» (АО);1920;;;1;1
Республика Хакасия;ПАО Банк «ФК Открытие»;2209;;;1;1
Республика Хакасия;ПАО РОСБАНК;2272;;;1;1
Республика Хакасия;ПАО «Промсвязьбанк»;3251;;;1;1
Республика Хакасия;АО «Россельхозбанк»;3349;;;10;10
Алтайский край;АО ЮниКредит Банк;1;;;1;1
Алтайский край;АО «БКС Банк»;101;;;1;1
Алтайский край;ООО «ХКФ Банк»;316;;;2;2
Алтайский край;Банк ГПБ (АО);354;;;4;4
Алтайский край;ПАО КБ «УБРиР»;429;;;1;1
Алтайский край;АО «Банк Акцепт»;567;;;1;1
Алтайский край;АО «Почта Банк»;650;;;6;6
Алтайский край;ПАО «Совкомбанк»;963;;;8;8
Алтайский край;Банк ВТБ (ПАО);1000;;;17;17
Алтайский край;АО «РЕАЛИСТ БАНК»;1067;;;1;1
Алтайский край;ООО «ФФИН Банк»;1143;;;1;1
Алтайский край;АО «АЛЬФА-БАНК»;1326;;;15;15
Алтайский край;Банк «Левобережный» (ПАО);1343;;;2;2
Алтайский край;ПАО Сбербанк;1481;;1;404;405
Алтайский край;«Азиатско-Тихоокеанский Банк» (АО);1810;;;5;5
Алтайский край;«СИБСОЦБАНК» ООО;2015;1;;12;13
Алтайский край;ПАО Банк «ФК Открытие»;2209;;;8;8
Алтайский край;ТКБ БАНК ПАО;2210;;;1;1
Алтайский край;АО «Банк Интеза»;2216;;;1;1
Алтайский край;ПАО РОСБАНК;2272;;;1;1
Алтайский край;ПАО «БАНК УРАЛСИБ»;2275;;;2;2
Алтайский край;АО «Банк Русский Стандарт»;2289;;;3;3
Алтайский край;ПАО «АК БАРС» БАНК;2590;;;2;2
Алтайский край;ООО КБ «Алтайкапиталбанк»;2659;1;;10;11
Алтайский край;АО «ОТП Банк»;2766;;;1;1
Алтайский край;ПАО АКБ «АВАНГАРД»;2879;;;1;1
Алтайский край;ПАО «Промсвязьбанк»;3251;;;2;2
Алтайский край;Банк «ВБРР» (АО);3287;;;1;1
Алтайский край;АО «Россельхозбанк»;3349;;1;31;32
Алтайский край;КБ «Ренессанс Кредит» (ООО);3354;;;1;1
Алтайский край;АО «Банк Финсервис»;3388;;;1;1
Красноярский край;АО ЮниКредит Банк;1;;;1;1
Красноярский край;АО «БКС Банк»;101;;;1;1
Красноярский край;ООО «ХКФ Банк»;316;;;3;3
Красноярский край;Банк ГПБ (АО);354;;1;12;13
Красноярский край;ПАО КБ «УБРиР»;429;;;1;1
Красноярский край;АО «Банк Акцепт»;567;;;1;1
Красноярский край;АО «Почта Банк»;650;;;5;5
Красноярский край;ПАО Банк Синара;705;;;1;1
Красноярский край;АО «Дальневосточный банк»;843;;;3;3
Красноярский край;ПАО «Совкомбанк»;963;;;13;13
Красноярский край;Банк ВТБ (ПАО);1000;;1;23;24
Красноярский край;ООО «Хакасский муниципальный банк»;1049;;;3;3
Красноярский край;АО «РЕАЛИСТ БАНК»;1067;;;1;1
Красноярский край;ООО «ФФИН Банк»;1143;;;1;1
Красноярский край;АО «АЛЬФА-БАНК»;1326;;;21;21
Красноярский край;Банк «Левобережный» (ПАО);1343;;;1;1
Красноярский край;ПАО Сбербанк;1481;;1;223;224
Красноярский край;«СДМ-Банк» (ПАО);1637;;;1;1
Красноярский край;«Азиатско-Тихоокеанский Банк» (АО);1810;;;21;21
Красноярский край;АКБ «Ланта-Банк» (АО);1920;;1;5;6
Красноярский край;ПАО Банк «ФК Открытие»;2209;;;11;11
Красноярский край;АО «Банк Интеза»;2216;;;1;1
Красноярский край;ПАО «МТС-Банк»;2268;;;2;2
Красноярский край;ПАО РОСБАНК;2272;;1;12;13
Красноярский край;ПАО «БАНК УРАЛСИБ»;2275;;;2;2
Красноярский край;АО «Банк Русский Стандарт»;2289;;;4;4
Красноярский край;Банк СОЮЗ (АО);2307;;1;;1
Красноярский край;АО «Банк ДОМ.РФ»;2312;;;1;1
Красноярский край;ПАО «АК БАРС» БАНК;2590;;;4;4
Красноярский край;АО АКБ «МЕЖДУНАРОДНЫЙ ФИНАНСОВЫЙ КЛУБ»;2618;;1;;1
Красноярский край;АО АИКБ «Енисейский объединенный банк»;2645;1;1;32;34
Красноярский край;АО «ОТП Банк»;2766;;;1;1
Красноярский край;АО «Банк ФИНАМ»;2799;;;1;1
Красноярский край;ПАО АКБ «АВАНГАРД»;2879;;;1;1
Красноярский край;ББР Банк (АО);2929;;;3;3
Красноярский край;АО «Экспобанк»;2998;;;3;3
Красноярский край;ПАО «Промсвязьбанк»;3251;;;5;5
Красноярский край;АО «Газэнергобанк»;3252;;;1;1
Красноярский край;Банк «ВБРР» (АО);3287;;;1;1
Красноярский край;АО «Райффайзенбанк»;3292;;;2;2
Красноярский край;АО «Кредит Европа Банк (Россия)»;3311;;;1;1
Красноярский край;АО «Россельхозбанк»;3349;;1;18;19
Красноярский край;КБ «Ренессанс Кредит» (ООО);3354;;;1;1
Красноярский край;НКО «ИНКАХРАН» (АО);3454;;;1;1
Красноярский край;АО КБ «ЮНИСТРИМ»;3467;;;1;1
Иркутская область;АО «БКС Банк»;101;;;1;1
Иркутская область;ООО «ХКФ Банк»;316;;;3;3
Иркутская область;Банк ГПБ (АО);354;;;3;3
Иркутская область;ПАО КБ «УБРиР»;429;;;1;1
Иркутская область;АО КБ «Солидарность»;554;;1;1;2
Иркутская область;АО «Почта Банк»;650;;;7;7
Иркутская область;АО «Дальневосточный банк»;843;;;2;2
Иркутская область;ПАО «Совкомбанк»;963;;;10;10
Иркутская область;Банк ВТБ (ПАО);1000;;;32;32
Иркутская область;АО «РЕАЛИСТ БАНК»;1067;;1;2;3
Иркутская область;ООО «ФФИН Банк»;1143;;;2;2
Иркутская область;«Братский АНКБ» АО;1144;1;;5;6
Иркутская область;АО «АЛЬФА-БАНК»;1326;;;13;13
Иркутская область;АО «Солид Банк»;1329;;;1;1
Иркутская область;ПАО Сбербанк;1481;;2;171;173
Иркутская область;«Азиатско-Тихоокеанский Банк» (АО);1810;;;20;20
Иркутская область;АКБ «Ланта-Банк» (АО);1920;;;1;1
Иркутская область;ПАО Банк «ФК Открытие»;2209;;;4;4
Иркутская область;АО «Банк Интеза»;2216;;;1;1
Иркутская область;ПАО «МТС-Банк»;2268;;;2;2
Иркутская область;ПАО РОСБАНК;2272;;;2;2
Иркутская область;ПАО «БАНК УРАЛСИБ»;2275;;;1;1
Иркутская область;АО «Банк Русский Стандарт»;2289;;;2;2
Иркутская область;Банк СОЮЗ (АО);2307;;1;1;2
Иркутская область;ООО «Крона-Банк»;2499;1;;2;3
Иркутская область;АО КБ «Пойдём!»;2534;;;13;13
Иркутская область;АО АКБ «НОВИКОМБАНК»;2546;;;1;1
Иркутская область;АО «ИТ Банк»;2609;;1;;1
Иркутская область;ПАО СКБ Приморья «Примсоцбанк»;2733;;;3;3
Иркутская область;АО «ОТП Банк»;2766;;;1;1
Иркутская область;АО «Банк ФИНАМ»;2799;;;1;1
Иркутская область;ПАО АКБ «АВАНГАРД»;2879;;;1;1
Иркутская область;КБ «Байкалкредобанк» (АО);2990;1;;1;2
Иркутская область;АО «Углеметбанк»;2997;;;1;1
Иркутская область;ПАО АКБ «Приморье»;3001;;;1;1
Иркутская область;ПАО «Промсвязьбанк»;3251;;;2;2
Иркутская область;Банк «ВБРР» (АО);3287;;;1;1
Иркутская область;АО «Райффайзенбанк»;3292;;;1;1
Иркутская область;АО «Россельхозбанк»;3349;;1;17;18
Иркутская область;КБ «Ренессанс Кредит» (ООО);3354;;;1;1
Иркутская область;НКО «ИНКАХРАН» (АО);3454;;;1;1
Иркутская область;АО КБ «ЮНИСТРИМ»;3467;;;2;2
Кемеровская область;АО «БКС Банк»;101;;;2;2
Кемеровская область;ООО «ХКФ Банк»;316;;;2;2
Кемеровская область;Банк ГПБ (АО);354;;1;6;7
Кемеровская область;ПАО КБ «УБРиР»;429;;;2;2
Кемеровская область;АО «Почта Банк»;650;;;9;9
Кемеровская область;ПАО «Совкомбанк»;963;;;12;12
Кемеровская область;Банк ВТБ (ПАО);1000;;;29;29
Кемеровская область;АО «РЕАЛИСТ БАНК»;1067;;;1;1
Кемеровская область;ООО «ФФИН Банк»;1143;;;2;2
Кемеровская область;АО «Кузнецкбизнесбанк»;1158;1;;20;21
Кемеровская область;АО «АЛЬФА-БАНК»;1326;;;17;17
Кемеровская область;Банк «Левобережный» (ПАО);1343;;;6;6
Кемеровская область;ПАО Сбербанк;1481;;1;174;175
Кемеровская область;ООО «НОВОКИБ»;1747;1;;1;2
Кемеровская область;АО МОСОБЛБАНК;1751;;1;1;2
Кемеровская область;«Азиатско-Тихоокеанский Банк» (АО);1810;;;7;7
Кемеровская область;ПАО «МОСКОВСКИЙ КРЕДИТНЫЙ БАНК»;1978;;;13;13
Кемеровская область;ООО НКО «Тайдон»;2085;1;;;1
Кемеровская область;ПАО Банк «ФК Открытие»;2209;;;10;10
Кемеровская область;ПАО РОСБАНК;2272;;;3;3
Кемеровская область;ПАО «БАНК УРАЛСИБ»;2275;;;11;11
Кемеровская область;АО «Банк Русский Стандарт»;2289;;;4;4
Кемеровская область;АКБ «Абсолют Банк» (ПАО);2306;;;1;1
Кемеровская область;АО КБ «Пойдём!»;2534;;;5;5
Кемеровская область;АО «ОТП Банк»;2766;;;2;2
Кемеровская область;АО «Банк ФИНАМ»;2799;;;1;1
Кемеровская область;АКБ «Кузбассхимбанк» (ПАО);2868;1;;1;2
Кемеровская область;ПАО АКБ «АВАНГАРД»;2879;;;1;1
Кемеровская область;«БСТ-БАНК» АО;2883;1;;5;6
Кемеровская область;АО «Углеметбанк»;2997;;1;5;6
Кемеровская область;АО «Экспобанк»;2998;;;1;1
Кемеровская область;ПАО «Промсвязьбанк»;3251;;;3;3
Кемеровская область;ПАО Банк ЗЕНИТ;3255;;;1;1
Кемеровская область;АО «Райффайзенбанк»;3292;;;1;1
Кемеровская область;АО «Россельхозбанк»;3349;;1;13;14
Кемеровская область;КБ «Ренессанс Кредит» (ООО);3354;;;2;2
Кемеровская область;НКО «ИНКАХРАН» (АО);3454;;;2;2
Новосибирская область;АО ЮниКредит Банк;1;;1;;1
Новосибирская область;АО «БКС Банк»;101;;;2;2
Новосибирская область;АО КБ «Урал ФД»;249;;;1;1
Новосибирская область;ООО «ХКФ Банк»;316;;;3;3
Новосибирская область;АО «АБ „РОССИЯ“;328;;1;;1
Новосибирская область;Банк ГПБ (АО);354;;1;8;9
Новосибирская область;ПАО КБ «УБРиР»;429;;;5;5
Новосибирская область;ПАО «Банк „Санкт-Петербург“;436;;1;;1
Новосибирская область;АО «Банк Акцепт»;567;1;;9;10
Новосибирская область;АО «Почта Банк»;650;;;9;9
Новосибирская область;ПАО Банк Синара;705;;;1;1
Новосибирская область;ПАО «Совкомбанк»;963;;1;10;11
Новосибирская область;Банк ВТБ (ПАО);1000;;1;28;29
Новосибирская область;АО «РЕАЛИСТ БАНК»;1067;;;1;1
Новосибирская область;ООО «ФФИН Банк»;1143;;;1;1
Новосибирская область;АО «АЛЬФА-БАНК»;1326;;1;23;24
Новосибирская область;Банк «Левобережный» (ПАО);1343;1;;49;50
Новосибирская область;РНКБ Банк (ПАО);1354;;;1;1
Новосибирская область;ПАО Сбербанк;1481;;2;224;226
Новосибирская область;«Азиатско-Тихоокеанский Банк» (АО);1810;;;1;1
Новосибирская область;АКБ «Ланта-Банк» (АО);1920;;2;5;7
Новосибирская область;АО КБ «Модульбанк»;1927;;1;;1
Новосибирская область;ПАО Банк «ФК Открытие»;2209;;1;12;13
Новосибирская область;ТКБ БАНК ПАО;2210;;;1;1
Новосибирская область;АО «Банк Интеза»;2216;;1;;1
Новосибирская область;ПАО «МТС-Банк»;2268;;;4;4
Новосибирская область;ПАО РОСБАНК;2272;;;4;4
Новосибирская область;ПАО «БАНК УРАЛСИБ»;2275;;1;3;4
Новосибирская область;АО «Банк Русский Стандарт»;2289;;;3;3
Новосибирская область;АКБ «Абсолют Банк» (ПАО);2306;;;1;1
Новосибирская область;Банк СОЮЗ (АО);2307;;;1;1
Новосибирская область;АО «Банк ДОМ.РФ»;2312;;;1;1
Новосибирская область;ПАО АКБ «Металлинвестбанк»;2440;;;1;1
Новосибирская область;АО КБ «Пойдём!»;2534;;;9;9
Новосибирская область;АО АКБ «НОВИКОМБАНК»;2546;;1;;1
Новосибирская область;ПАО «АК БАРС» БАНК;2590;;;1;1
Новосибирская область;АКБ «НООСФЕРА» (АО);2650;;;1;1
Новосибирская область;ООО «Банк БКФ»;2684;;1;;1
Новосибирская область;КБ «ЛОКО-Банк» (АО);2707;;;1;1
Новосибирская область;АО «ОТП Банк»;2766;;;2;2
Новосибирская область;АО «Банк ФИНАМ»;2799;;;1;1
Новосибирская область;ПАО АКБ «АВАНГАРД»;2879;;;5;5
Новосибирская область;АО «Экспобанк»;2998;;1;1;2
Новосибирская область;ПАО АКБ «Приморье»;3001;;;1;1
Новосибирская область;РНКО «Платежный Центр» (ООО);3166;1;;1;2
Новосибирская область;ПАО «Промсвязьбанк»;3251;;1;4;5
Новосибирская область;АО «Газэнергобанк»;3252;;;1;1
Новосибирская область;ПАО Банк ЗЕНИТ;3255;;;1;1
Новосибирская область;Банк «ВБРР» (АО);3287;;1;;1
Новосибирская область;АО «Райффайзенбанк»;3292;;1;3;4
Новосибирская область;АО «Кредит Европа Банк (Россия)»;3311;;;1;1
Новосибирская область;АО «Россельхозбанк»;3349;;1;22;23
Новосибирская область;КБ «Ренессанс Кредит» (ООО);3354;;;1;1
Новосибирская область;АО «СМП Банк»;3368;;;1;1
Новосибирская область;АО «Банк Финсервис»;3388;;;2;2
Новосибирская область;НКО «ИНКАХРАН» (АО);3454;;;1;1
Новосибирская область;АО КБ «ЮНИСТРИМ»;3467;;;4;4
Новосибирская область;РНКО «Р-ИНКАС» (ООО);3536;;1;;1
Омская область;АО ЮниКредит Банк;1;;;1;1
Омская область;АО «БКС Банк»;101;;;1;1
Омская область;ООО «ХКФ Банк»;316;;;2;2
Омская область;Банк ГПБ (АО);354;;;7;7
Омская область;ПАО КБ «УБРиР»;429;;;2;2
Омская область;АО «Банк Акцепт»;567;;;1;1
Омская область;АО «Почта Банк»;650;;;5;5
Омская область;ПАО Банк Синара;705;;;1;1
Омская область;ПАО «Совкомбанк»;963;;;6;6
Омская область;Банк ВТБ (ПАО);1000;;;16;16
Омская область;АО «РЕАЛИСТ БАНК»;1067;;;1;1
Омская область;ООО «ФФИН Банк»;1143;;;1;1
Омская область;АО «АЛЬФА-БАНК»;1326;;;11;11
Омская область;ПАО Сбербанк;1481;;1;199;200
Омская область;«Азиатско-Тихоокеанский Банк» (АО);1810;;;5;5
Омская область;ПАО Банк «ФК Открытие»;2209;;;6;6
Омская область;АО «Банк Интеза»;2216;;;2;2
Омская область;ПАО «МТС-Банк»;2268;;;1;1
Омская область;ПАО РОСБАНК;2272;;;3;3
Омская область;ПАО «БАНК УРАЛСИБ»;2275;;;4;4
Омская область;АО «Банк Русский Стандарт»;2289;;;3;3
Омская область;АКБ «Абсолют Банк» (ПАО);2306;;;1;1
Омская область;АО КБ «Пойдём!»;2534;;;4;4
Омская область;АО АКБ «НОВИКОМБАНК»;2546;;;1;1
Омская область;ПАО «АК БАРС» БАНК;2590;;;1;1
Омская область;АО «ИТ Банк»;2609;1;;;1
Омская область;КБ «ЛОКО-Банк» (АО);2707;;;1;1
Омская область;ПАО СКБ Приморья «Примсоцбанк»;2733;;;4;4
Омская область;АО «ОТП Банк»;2766;;1;23;24
Омская область;АО «Банк ФИНАМ»;2799;;;1;1
Омская область;ПАО АКБ «АВАНГАРД»;2879;;;1;1
Омская область;АО «Экспобанк»;2998;;;1;1
Омская область;АО «Банк БЖФ»;3138;;;1;1
Омская область;ПАО «Промсвязьбанк»;3251;;;5;5
Омская область;АО «Газэнергобанк»;3252;;;1;1
Омская область;АО «Райффайзенбанк»;3292;;;1;1
Омская область;АО «Кредит Европа Банк (Россия)»;3311;;;1;1
Омская область;АО «Россельхозбанк»;3349;;1;23;24
Омская область;КБ «Ренессанс Кредит» (ООО);3354;;;1;1
Омская область;НКО «ИНКАХРАН» (АО);3454;;;1;1
Омская область;АО КБ «ЮНИСТРИМ»;3467;;;4;4
Омская область;НКО «Перспектива» (ООО);3532;1;;;1
Томская область;АО «БКС Банк»;101;;;1;1
Томская область;ООО «ХКФ Банк»;316;;;1;1
Томская область;Банк ГПБ (АО);354;;1;11;12
Томская область;ПАО КБ «УБРиР»;429;;;1;1
Томская область;АО «Почта Банк»;650;;;3;3
Томская область;ПАО «Совкомбанк»;963;;;5;5
Томская область;Банк ВТБ (ПАО);1000;;;9;9
Томская область;АО «РЕАЛИСТ БАНК»;1067;;;1;1
Томская область;АО «АЛЬФА-БАНК»;1326;;;7;7
Томская область;Банк «Левобережный» (ПАО);1343;;;3;3
Томская область;ПАО Сбербанк;1481;;1;65;66
Томская область;ПАО «Томскпромстройбанк»;1720;1;;7;8
Томская область;АО МОСОБЛБАНК;1751;;;1;1
Томская область;ПАО Банк «ФК Открытие»;2209;;;4;4
Томская область;АО «Банк Интеза»;2216;;;1;1
Томская область;ПАО «МТС-Банк»;2268;;;1;1
Томская область;ПАО РОСБАНК;2272;;;4;4
Томская область;ПАО «БАНК УРАЛСИБ»;2275;;;1;1
Томская область;АО «Банк Русский Стандарт»;2289;;;1;1
Томская область;АО «ОТП Банк»;2766;;;1;1
Томская область;АО «Банк ФИНАМ»;2799;;;1;1
Томская область;ПАО АКБ «АВАНГАРД»;2879;;;2;2
Томская область;ПАО «Промсвязьбанк»;3251;;;4;4
Томская область;Банк «ВБРР» (АО);3287;;;2;2
Томская область;АО «Райффайзенбанк»;3292;;;1;1
Томская область;АО «Россельхозбанк»;3349;;1;12;13
Томская область;КБ «Ренессанс Кредит» (ООО);3354;;;1;1

Республика Бурятия;ООО «ХКФ Банк»;316;;;1;1
Республика Бурятия;Банк ГПБ (АО);354;;;1;1
Республика Бурятия;ПАО КБ «УБРиР»;429;;;1;1
Республика Бурятия;АО «Почта Банк»;650;;;4;4
Республика Бурятия;АО «Дальневосточный банк»;843;;;1;1
Республика Бурятия;ПАО «Совкомбанк»;963;;;2;2
Республика Бурятия;Банк ВТБ (ПАО);1000;;;9;9
Республика Бурятия;АО «РЕАЛИСТ БАНК»;1067;;;1;1
Республика Бурятия;АО «АЛЬФА-БАНК»;1326;;;2;2
Республика Бурятия;ПАО Сбербанк;1481;;1;79;80
Республика Бурятия;«Азиатско-Тихоокеанский Банк» (АО);1810;;1;9;10
Республика Бурятия;ПАО Банк «ФК Открытие»;2209;;;1;1
Республика Бурятия;ПАО РОСБАНК;2272;;;1;1
Республика Бурятия;АО «Банк Русский Стандарт»;2289;;;1;1
Республика Бурятия;АО КБ «Пойдём!»;2534;;;2;2
Республика Бурятия;АО АКБ «НОВИКОМБАНК»;2546;;;1;1
Республика Бурятия;АО «ОТП Банк»;2766;;;2;2
Республика Бурятия;ПАО АКБ «АВАНГАРД»;2879;;;1;1
Республика Бурятия;ПАО «Промсвязьбанк»;3251;;;1;1
Республика Бурятия;АО «Россельхозбанк»;3349;;1;15;16
Республика Саха (Якутия);ООО «ХКФ Банк»;316;;;2;2
Республика Саха (Якутия);Банк ГПБ (АО);354;;;3;3
Республика Саха (Якутия);АО «Почта Банк»;650;;;2;2
Республика Саха (Якутия);ПАО «Совкомбанк»;963;;;4;4
Республика Саха (Якутия);Банк ВТБ (ПАО);1000;;;8;8
Республика Саха (Якутия);АО «РЕАЛИСТ БАНК»;1067;;;2;2
Республика Саха (Якутия);АО «АЛЬФА-БАНК»;1326;;;2;2
Республика Саха (Якутия);АО «Солид Банк»;1329;;;1;1
Республика Саха (Якутия);ПАО Сбербанк;1481;;1;136;137
Республика Саха (Якутия);«Азиатско-Тихоокеанский Банк» (АО);1810;;;16;16
Республика Саха (Якутия);АКБ «Ланта-Банк» (АО);1920;;;2;2
Республика Саха (Якутия);ПАО Банк «ФК Открытие»;2209;;;1;1
Республика Саха (Якутия);ПАО РОСБАНК;2272;;;3;3
Республика Саха (Якутия);АКБ «Алмазэргиэнбанк» АО;2602;1;;22;23
Республика Саха (Якутия);АО АКБ «МЕЖДУНАРОДНЫЙ ФИНАНСОВЫЙ КЛУБ»;2618;;;1;1
Республика Саха (Якутия);АО «Углеметбанк»;2997;;;1;1
Республика Саха (Якутия);БАНК «АГОРА» ООО;3231;;;1;1
Республика Саха (Якутия);ПАО «Промсвязьбанк»;3251;;;1;1
Республика Саха (Якутия);АО «Россельхозбанк»;3349;;1;16;17
Забайкальский край;ООО «ХКФ Банк»;316;;;1;1
Забайкальский край;АО «Почта Банк»;650;;;2;2
Забайкальский край;ПАО «Совкомбанк»;963;;;2;2
Забайкальский край;Банк ВТБ (ПАО);1000;;;15;15
Забайкальский край;АО «РЕАЛИСТ БАНК»;1067;;;1;1
Забайкальский край;ПАО Сбербанк;1481;;1;111;112
Забайкальский край;«Азиатско-Тихоокеанский Банк» (АО);1810;;;10;10
Забайкальский край;ПАО Банк «ФК Открытие»;2209;;;2;2
Забайкальский край;ПАО «МТС-Банк»;2268;;;1;1
Забайкальский край;ПАО РОСБАНК;2272;;;2;2
Забайкальский край;ООО «Крона-Банк»;2499;;;1;1
Забайкальский край;АО КБ «Пойдём!»;2534;;;5;5
Забайкальский край;АО «ОТП Банк»;2766;;;2;2
Забайкальский край;ПАО «Промсвязьбанк»;3251;;;3;3
Забайкальский край;АО «Россельхозбанк»;3349;;1;16;17
Камчатский край;Банк ГПБ (АО);354;;;1;1
