reg;naimko;regko;golofic;filial;dopof;vsego
г. Москва;ООО «Банк РСИ»;3415;1;;;1
г. Москва;ООО «Унифондбанк»;3416;1;;;1
г. Москва;КБ «Новый век» (ООО);3417;1;;;1
г. Москва;АО Банк «Национальный стандарт»;3421;1;;1;2
г. Москва;ООО «Первый Клиентский Банк»;3436;1;;2;3
г. Москва;«Коммерческий Индо Банк» ООО;3446;1;;;1
г. Москва;Банк «РЕСО Кредит» (АО);3450;1;;2;3
г. Москва;НКО «Альтернатива» (ООО);3452;1;;13;14
г. Москва;НКО «ИНКАХРАН» (АО);3454;1;;;1
г. Москва;ООО «Америкэн Экспресс Банк»;3460;1;;;1
г. Москва;ООО «Ю Би Эс Банк»;3463;1;;;1
г. Москва;АО «Эм-Ю-Эф-Джи Банк (Евразия)»;3465;1;;;1
г. Москва;НКО НКЦ (АО);3466;1;;2;3
г. Москва;АО КБ «ЮНИСТРИМ»;3467;1;;55;56
г. Москва;Санкт-Петербургский банк инвестиций (АО);3468;;;1;1
г. Москва;АО «Тойота Банк»;3470;1;;;1
г. Москва;ООО «МБ РУС Банк»;3473;1;;;1
г. Москва;АйСиБиСи Банк (АО);3475;1;;;1
г. Москва;АО «Ури Банк»;3479;1;;;1
г. Москва;ООО «БМВ Банк»;3482;1;;;1
г. Москва;ООО «Голдман Сакс Банк»;3490;1;;;1
г. Москва;АО «СМБСР Банк»;3494;1;;;1
г. Москва;ООО «Фольксваген Банк РУС»;3500;1;;;1
г. Москва;ООО НКО «ЮМани»;3510;1;;;1
г. Москва;РНКО «Деньги.Мэйл.Ру» (ООО);3511;1;;;1
г. Москва;ООО РНКО «Единая касса»;3512;1;;;1
г. Москва;ООО «Чайна Констракшн Банк»;3515;1;;;1
г. Москва;ООО НКО «ПэйПал РУ»;3517;1;;;1
г. Москва;ООО НКО «Твои платежи»;3518;1;;;1
г. Москва;ООО НКО «МОБИ.Деньги»;3523;1;;;1
г. Москва;ООО НКО «Расчетные Решения»;3524;1;;;1
г. Москва;ООО «КЭБ ЭйчЭнБи Банк»;3525;1;;;1
г. Москва;ООО «Чайнасельхозбанк»;3529;1;;;1
г. Москва;ЦМРБанк (ООО);3531;1;;;1
г. Москва;ООО «НКО „ЭЛЕКСИР“;3533;1;;1;2
г. Москва;РНКО «Р-ИНКАС» (ООО);3536;1;;;1
г. Москва;НКО-ЦК «СПБ Клиринг» (АО);3539;1;;;1
г. Москва;НКО ЦК РДК (АО);3540;1;;;1
г. Москва;ООО РНКО «ЮСиЭс»;3541;1;;;1
г. Москва;ООО «ОЗОН Банк»;3542;1;;;1
г. Москва;РНКО АЗИЯПЭЙ ООО;3544;1;;;1
г. Москва;ООО «Банк Точка»;3545;1;;;1
г. Москва;НКО «Истина» (АО);3546;1;;;1

Республика Карелия;ООО «ХКФ Банк»;316;;;1;1
Республика Карелия;Банк ГПБ (АО);354;;;1;1
Республика Карелия;АО «Почта Банк»;650;;;2;2
Республика Карелия;ПАО «Совкомбанк»;963;;;1;1
Республика Карелия;Банк ВТБ (ПАО);1000;;;8;8
Республика Карелия;АО «АЛЬФА-БАНК»;1326;;;3;3
Республика Карелия;ПАО Сбербанк;1481;;1;74;75
Республика Карелия;ПАО Банк «ФК Открытие»;2209;;;1;1
Республика Карелия;ПАО «БАНК УРАЛСИБ»;2275;;;1;1
Республика Карелия;АО «Банк Русский Стандарт»;2289;;;2;2
Республика Карелия;ПАО «Промсвязьбанк»;3251;;;1;1
Республика Карелия;АО «Райффайзенбанк»;3292;;;1;1
Республика Карелия;АО «Россельхозбанк»;3349;;;8;8
Республика Коми;ООО «ХКФ Банк»;316;;;1;1
Республика Коми;Банк ГПБ (АО);354;;;7;7
Республика Коми;АО «Почта Банк»;650;;;3;3
Республика Коми;ПАО «Совкомбанк»;963;;;1;1
Республика Коми;Банк ВТБ (ПАО);1000;;;8;8
Республика Коми;ПАО Сбербанк;1481;;1;118;119
Республика Коми;ПАО Банк «ФК Открытие»;2209;;;3;3
Республика Коми;ТКБ БАНК ПАО;2210;;;1;1
Республика Коми;ПАО «МТС-Банк»;2268;;;3;3
Республика Коми;АО «Банк Русский Стандарт»;2289;;;1;1
Республика Коми;«Северный Народный Банк» (АО);2721;1;2;5;8
Республика Коми;АО «БАНК СГБ»;2816;;;1;1
Республика Коми;ПАО «Промсвязьбанк»;3251;;;1;1
Республика Коми;Банк «ВБРР» (АО);3287;;;1;1
Республика Коми;АО «Райффайзенбанк»;3292;;;1;1
Республика Коми;АО «Россельхозбанк»;3349;;1;5;6
Архангельская область;ООО «ХКФ Банк»;316;;;2;2
Архангельская область;Банк ГПБ (АО);354;;;2;2
Архангельская область;АО «Почта Банк»;650;;;2;2
Архангельская область;ПАО «Совкомбанк»;963;;;2;2
Архангельская область;Банк ВТБ (ПАО);1000;;;10;10
Архангельская область;ООО «ФФИН Банк»;1143;;;1;1
Архангельская область;АО «АЛЬФА-БАНК»;1326;;;8;8
Архангельская область;ПАО Сбербанк;1481;;1;96;97
Архангельская область;АО «Банк „Вологжанин“;1896;;;1;1
Архангельская область;ПАО «МОСКОВСКИЙ КРЕДИТНЫЙ БАНК»;1978;;;1;1
Архангельская область;ПАО Банк «ФК Открытие»;2209;;;2;2
Архангельская область;ПАО РОСБАНК;2272;;;1;1
Архангельская область;ПАО «БАНК УРАЛСИБ»;2275;;;1;1
Архангельская область;АО «Банк Русский Стандарт»;2289;;;2;2
Архангельская область;АКБ «Абсолют Банк» (ПАО);2306;;;1;1
Архангельская область;АО «БАНК СГБ»;2816;;;5;5
Архангельская область;ПАО АКБ «АВАНГАРД»;2879;;;2;2
Архангельская область;ПАО «Промсвязьбанк»;3251;;;6;6
Архангельская область;Банк «ВБРР» (АО);3287;;;1;1
Архангельская область;АО «Россельхозбанк»;3349;;1;12;13
Архангельская область;АО «СМП Банк»;3368;;;1;1
Архангельская область;АО «Банк Финсервис»;3388;;;2;2
Вологодская область;АО «БКС Банк»;101;;;1;1
Вологодская область;ООО «ХКФ Банк»;316;;;2;2
Вологодская область;Банк ГПБ (АО);354;;;1;1
Вологодская область;ПАО КБ «УБРиР»;429;;;1;1
Вологодская область;АО «Почта Банк»;650;;;3;3
Вологодская область;ПАО «Совкомбанк»;963;;;5;5
Вологодская область;Банк ВТБ (ПАО);1000;;;13;13
Вологодская область;ООО «ФФИН Банк»;1143;;;1;1
Вологодская область;АО «АЛЬФА-БАНК»;1326;;;4;4
Вологодская область;ПАО Сбербанк;1481;;1;123;124
Вологодская область;АО «Банк „Вологжанин“;1896;1;;8;9
Вологодская область;ПАО Банк «ФК Открытие»;2209;;;2;2
Вологодская область;ПАО «БАНК УРАЛСИБ»;2275;;;2;2
Вологодская область;АО «Банк Русский Стандарт»;2289;;;3;3
Вологодская область;АО «Банк ФИНАМ»;2799;;;1;1
Вологодская область;АО «БАНК СГБ»;2816;1;;17;18
Вологодская область;ООО КБ «ВНЕШФИНБАНК»;3173;;;1;1
Вологодская область;ПАО «Промсвязьбанк»;3251;;;2;2
Вологодская область;АО «Райффайзенбанк»;3292;;;1;1
Вологодская область;АО «Россельхозбанк»;3349;;;15;15
Вологодская область;АО КБ «ЮНИСТРИМ»;3467;;;1;1
Вологодская область;«СеверСтройБанк» АО;3507;1;;;1
Калининградская область;МОРСКОЙ БАНК (АО);77;;;1;1
Калининградская область;АО «БКС Банк»;101;;;1;1
Калининградская область;ООО «ХКФ Банк»;316;;;2;2
Калининградская область;Банк ГПБ (АО);354;;1;3;4
Калининградская область;ПАО «Банк „Санкт-Петербург“;436;;1;4;5
Калининградская область;АО «Почта Банк»;650;;;3;3
Калининградская область;ПАО Банк Синара;705;;;1;1
Калининградская область;ПАО «Совкомбанк»;963;;;2;2
Калининградская область;Банк ВТБ (ПАО);1000;;;10;10
Калининградская область;ООО «ФФИН Банк»;1143;;;1;1
Калининградская область;КБ «ЭНЕРГОТРАНСБАНК» (АО);1307;1;;16;17
Калининградская область;АО «АЛЬФА-БАНК»;1326;;;11;11
Калининградская область;ПАО Сбербанк;1481;;1;60;61
Калининградская область;АО «Банк „Вологжанин“;1896;;;1;1
Калининградская область;ПАО «МОСКОВСКИЙ КРЕДИТНЫЙ БАНК»;1978;;;1;1
Калининградская область;ПАО Банк «ФК Открытие»;2209;;;4;4
Калининградская область;ТКБ БАНК ПАО;2210;;;1;1
Калининградская область;АО «Банк Интеза»;2216;;;1;1
Калининградская область;ПАО «МТС-Банк»;2268;;;1;1
Калининградская область;ПАО РОСБАНК;2272;;;2;2
Калининградская область;ПАО «БАНК УРАЛСИБ»;2275;;;2;2
Калининградская область;АО «Банк Русский Стандарт»;2289;;;2;2
Калининградская область;АО «Банк ДОМ.РФ»;2312;;;1;1
Калининградская область;КБ «ЛОКО-Банк» (АО);2707;;;1;1
Калининградская область;АО «ОТП Банк»;2766;;;1;1
Калининградская область;АО «Банк ФИНАМ»;2799;;;1;1
Калининградская область;АКБ «Трансстройбанк» (АО);2807;;;1;1
Калининградская область;ПАО АКБ «АВАНГАРД»;2879;;;1;1
Калининградская область;АО БАНК «МОСКВА-СИТИ»;3247;;;1;1
Калининградская область;ПАО «Промсвязьбанк»;3251;;;3;3
Калининградская область;ПАО Банк ЗЕНИТ;3255;;;1;1
Калининградская область;АО «Райффайзенбанк»;3292;;;1;1
Калининградская область;АО «Россельхозбанк»;3349;;1;13;14
Калининградская область;КБ «Ренессанс Кредит» (ООО);3354;;;1;1
Калининградская область;АО «СМП Банк»;3368;;;1;1
Калининградская область;НКО «ИНКАХРАН» (АО);3454;;;1;1
Калининградская область;АО КБ «ЮНИСТРИМ»;3467;;;2;2
Ленинградская область;ПАО Банк «АЛЕКСАНДРОВСКИЙ»;53;;;1;1
Ленинградская область;Банк ГПБ (АО);354;;;1;1
Ленинградская область;ПАО КБ «УБРиР»;429;;;1;1
Ленинградская область;ПАО «Банк „Санкт-Петербург“;436;;2;2;4
Ленинградская область;АО БАНК «СНГБ»;588;;;1;1
Ленинградская область;АО «Почта Банк»;650;;;2;2
Ленинградская область;ООО КБ «Кетовский»;842;;;1;1
Ленинградская область;ПАО «Совкомбанк»;963;;;2;2
Ленинградская область;Банк ВТБ (ПАО);1000;;;13;13
Ленинградская область;АО «АЛЬФА-БАНК»;1326;;;5;5
Ленинградская область;ПАО Сбербанк;1481;;;196;196
Ленинградская область;АО МОСОБЛБАНК;1751;;;1;1
Ленинградская область;АКБ «ФОРА-БАНК» (АО);1885;;;1;1
Ленинградская область;ПАО «МОСКОВСКИЙ КРЕДИТНЫЙ БАНК»;1978;;;1;1
Ленинградская область;ПАО Банк «ФК Открытие»;2209;;;4;4
Ленинградская область;Таврический Банк (АО);2304;;;3;3
Ленинградская область;АКБ «Абсолют Банк» (ПАО);2306;;;1;1
Ленинградская область;АО КБ «Пойдём!»;2534;;;7;7
Ленинградская область;ПАО «АК БАРС» БАНК;2590;;;2;2
Ленинградская область;ПАО АКБ «АВАНГАРД»;2879;;;2;2
Ленинградская область;ПАО БАНК «СИАБ»;3245;;;1;1
Ленинградская область;ПАО «Промсвязьбанк»;3251;;;2;2
Ленинградская область;ПАО Банк ЗЕНИТ;3255;;;2;2
Ленинградская область;АО «Россельхозбанк»;3349;;;10;10
Ленинградская область;АО КБ «ЮНИСТРИМ»;3467;;;1;1
Ленинградская область;АО «БАНК БЕРЕЙТ»;3505;1;;;1
Мурманская область;ПАО Банк «АЛЕКСАНДРОВСКИЙ»;53;;;1;1
Мурманская область;МОРСКОЙ БАНК (АО);77;;;2;2
Мурманская область;ООО «ХКФ Банк»;316;;;1;1
Мурманская область;Банк ГПБ (АО);354;;;3;3
Мурманская область;АО «Почта Банк»;650;;;3;3
Мурманская область;ПАО «Совкомбанк»;963;;;2;2
Мурманская область;Банк ВТБ (ПАО);1000;;;15;15
Мурманская область;АО «АЛЬФА-БАНК»;1326;;;7;7
Мурманская область;ПАО Сбербанк;1481;;1;68;69
Мурманская область;ПАО Банк «ФК Открытие»;2209;;;1;1
Мурманская область;ПАО РОСБАНК;2272;;;1;1
Мурманская область;АО КБ «Пойдём!»;2534;;;1;1
Мурманская область;БАНК «МСКБ» (АО);2722;1;;;1
Мурманская область;АО «Банк ФИНАМ»;2799;;;1;1
Мурманская область;ПАО «Промсвязьбанк»;3251;;;2;2
Мурманская область;Банк «ВБРР» (АО);3287;;;1;1
Мурманская область;ООО НКО «Мурманский расчетный центр»;3341;1;;;1
Мурманская область;АО «Россельхозбанк»;3349;;;7;7
Новгородская область;ООО «ХКФ Банк»;316;;;1;1
Новгородская область;АО «Почта Банк»;650;;;3;3
Новгородская область;ПАО Банк Синара;705;;;1;1
Новгородская область;АО НКБ «СЛАВЯНБАНК»;804;1;;;1
Новгородская область;ПАО «Совкомбанк»;963;;;2;2
Новгородская область;Банк ВТБ (ПАО);1000;;;5;5
Новгородская область;АО «АЛЬФА-БАНК»;1326;;;2;2
Новгородская область;ПАО УКБ «Новобанк»;1352;1;;7;8
Новгородская область;ПАО Сбербанк;1481;;1;73;74
Новгородская область;АО «Банк „Вологжанин“;1896;;;1;1
Новгородская область;ПАО Банк «ФК Открытие»;2209;;;2;2
Новгородская область;ПАО «БАНК УРАЛСИБ»;2275;;;2;2
Новгородская область;АО КБ «Пойдём!»;2534;;;2;2
Новгородская область;ПАО «АК БАРС» БАНК;2590;;;1;1
Новгородская область;АО «НС Банк»;3124;;;1;1
Новгородская область;ПАО «Промсвязьбанк»;3251;;;1;1
Новгородская область;АО «Газэнергобанк»;3252;;;1;1
Новгородская область;АО «Россельхозбанк»;3349;;1;13;14
Псковская область;ООО «ХКФ Банк»;316;;;1;1
Псковская область;АО БАНК «СНГБ»;588;;;1;1
Псковская область;АО «Великие Луки банк»;598;1;;;1
Псковская область;АО «Почта Банк»;650;;;2;2
Псковская область;ПАО «Совкомбанк»;963;;;3;3
Псковская область;Банк ВТБ (ПАО);1000;;;4;4
Псковская область;АО КБ «ВАКОБАНК»;1291;1;;1;2
Псковская область;АО «АЛЬФА-БАНК»;1326;;;5;5
Псковская область;ПАО Сбербанк;1481;;1;60;61
Псковская область;ПАО Банк «ФК Открытие»;2209;;;2;2
Псковская область;ЭКСИ-Банк (АО);2530;;1;4;5
Псковская область;ПАО «АК БАРС» БАНК;2590;;;1;1
Псковская область;АКБ «СЛАВИЯ» (АО);2664;;1;;1
Псковская область;ПАО «Промсвязьбанк»;3251;;;1;1
Псковская область;АО «Россельхозбанк»;3349;;1;8;9
Ненецкий автономный округ;Банк ВТБ (ПАО);1000;;;1;1
Ненецкий автономный округ;ПАО Сбербанк;1481;;;10;10
Ненецкий автономный округ;ПАО Банк «ФК Открытие»;2209;;;1;1
Ненецкий автономный округ;ПАО «Промсвязьбанк»;3251;;;1;1
г. Санкт-Петербург;АО ЮниКредит Банк;1;;1;13;14
г. Санкт-Петербург;АО «КАБ „Викинг“;2;1;;2;3
г. Санкт-Петербург;ПАО Банк «АЛЕКСАНДРОВСКИЙ»;53;1;;4;5
г. Санкт-Петербург;МОРСКОЙ БАНК (АО);77;;;1;1
г. Санкт-Петербург;АО «БКС Банк»;101;;;2;2
г. Санкт-Петербург;ООО «ХКФ Банк»;316;;;10;10
г. Санкт-Петербург;АО «АБ „РОССИЯ“;328;1;1;4;6
г. Санкт-Петербург;Банк ГПБ (АО);354;;1;27;28
г. Санкт-Петербург;ПАО «Витабанк»;356;;;1;1
г. Санкт-Петербург;ПАО КБ «УБРиР»;429;;;6;6
г. Санкт-Петербург;ПАО «Банк „Санкт-Петербург“;436;1;;48;49
г. Санкт-Петербург;ООО «Камкомбанк»;438;;;2;2
г. Санкт-Петербург;ООО КБ «РостФинанс»;481;;1;5;6
г. Санкт-Петербург;АО КБ «Солидарность»;554;;1;;1
г. Санкт-Петербург;АО БАНК «СНГБ»;588;;1;;1
г. Санкт-Петербург;Банк ИПБ (АО);600;;;1;1
г. Санкт-Петербург;АО «Почта Банк»;650;;;5;5
г. Санкт-Петербург;ПАО Банк Синара;705;;;2;2
г. Санкт-Петербург;ООО КБЭР «Банк Казани»;708;;;1;1
г. Санкт-Петербург;ООО КБ «Кетовский»;842;;;9;9
г. Санкт-Петербург;ПАО «Норвик Банк»;902;;;1;1
г. Санкт-Петербург;ПАО «Совкомбанк»;963;;;17;17
г. Санкт-Петербург;Банк ВТБ (ПАО);1000;1;2;73;76
г. Санкт-Петербург;ООО КБ «Гефест»;1046;;1;;1
г. Санкт-Петербург;АО «РЕАЛИСТ БАНК»;1067;;;1;1
г. Санкт-Петербург;ООО «ФФИН Банк»;1143;;;2;2
г. Санкт-Петербург;КБ «ЭНЕРГОТРАНСБАНК» (АО);1307;;;1;1
г. Санкт-Петербург;АО «АЛЬФА-БАНК»;1326;;1;68;69
г. Санкт-Петербург;АО «Солид Банк»;1329;;;1;1
г. Санкт-Петербург;РНКБ Банк (ПАО);1354;;;1;1
г. Санкт-Петербург;ПАО Сбербанк;1481;;1;221;222
г. Санкт-Петербург;ПАО «РосДорБанк»;1573;;1;2;3
г. Санкт-Петербург;«СДМ-Банк» (ПАО);1637;;1;;1
г. Санкт-Петербург;ООО Банк Оранжевый;1659;1;;1;2
г. Санкт-Петербург;Креди Агриколь КИБ АО;1680;;;1;1
г. Санкт-Петербург;АО МОСОБЛБАНК;1751;;1;;1
г. Санкт-Петербург;ООО «Инбанк»;1829;;;1;1
г. Санкт-Петербург;АКБ «ФОРА-БАНК» (АО);1885;;1;4;5
г. Санкт-Петербург;АО «Банк „Вологжанин“;1896;;;1;1
г. Санкт-Петербург;АКБ «Ланта-Банк» (АО);1920;;1;1;2
г. Санкт-Петербург;ПАО «МОСКОВСКИЙ КРЕДИТНЫЙ БАНК»;1978;;;13;13
г. Санкт-Петербург;ПАО Банк «ФК Открытие»;2209;;1;26;27
г. Санкт-Петербург;ТКБ БАНК ПАО;2210;;;1;1
г. Санкт-Петербург;АО «Банк Интеза»;2216;;1;1;2
г. Санкт-Петербург;КИВИ Банк (АО);2241;;;1;1
г. Санкт-Петербург;ПАО «МТС-Банк»;2268;;;6;6
г. Санкт-Петербург;ПАО РОСБАНК;2272;;1;13;14
г. Санкт-Петербург;ПАО «БАНК УРАЛСИБ»;2275;;1;12;13
г. Санкт-Петербург;АО «Банк Русский Стандарт»;2289;;;10;10
г. Санкт-Петербург;Таврический Банк (АО);2304;1;;15;16
г. Санкт-Петербург;АКБ «Абсолют Банк» (ПАО);2306;;;7;7
г. Санкт-Петербург;Банк СОЮЗ (АО);2307;;1;;1
г. Санкт-Петербург;АО «Банк ДОМ.РФ»;2312;;;3;3
г. Санкт-Петербург;Банк Глобус (АО);2438;;;2;2
г. Санкт-Петербург;ПАО АКБ «Металлинвестбанк»;2440;;;1;1
г. Санкт-Петербург;ЭКСИ-Банк (АО);2530;1;;;1
г. Санкт-Петербург;АО КБ «Пойдём!»;2534;;;3;3
г. Санкт-Петербург;АО АКБ «НОВИКОМБАНК»;2546;;1;;1
г. Санкт-Петербург;АО Банк «ПСКБ»;2551;1;;3;4
г. Санкт-Петербург;АО КБ «Ситибанк»;2557;;1;2;3
г. Санкт-Петербург;Банк РМП (АО);2574;;;1;1
г. Санкт-Петербург;ПАО «АК БАРС» БАНК;2590;;;7;7
г. Санкт-Петербург;АО Банк «Объединенный капитал»;2611;1;;;1
г. Санкт-Петербург;АКБ «СЛАВИЯ» (АО);2664;;1;;1
г. Санкт-Петербург;АО «Тинькофф Банк»;2673;;;1;1
г. Санкт-Петербург;ООО «Банк БКФ»;2684;;1;;1
г. Санкт-Петербург;КБ «ЛОКО-Банк» (АО);2707;;;2;2
г. Санкт-Петербург;ПАО СКБ Приморья «Примсоцбанк»;2733;;;1;1
г. Санкт-Петербург;АО «ОТП Банк»;2766;;1;3;4
г. Санкт-Петербург;ООО «АТБ» Банк;2776;;;2;2
г. Санкт-Петербург;АО МС Банк Рус;2789;;;6;6
г. Санкт-Петербург;АО «Банк ФИНАМ»;2799;;;1;1
г. Санкт-Петербург;АКБ «Трансстройбанк» (АО);2807;;;1;1
г. Санкт-Петербург;АО «БАНК СГБ»;2816;;1;;1
г. Санкт-Петербург;ООО КБ «Столичный Кредит»;2853;;;1;1
г. Санкт-Петербург;(АО «Банк „Агророс“);2860;;;1;1
г. Санкт-Петербург;ПАО АКБ «АВАНГАРД»;2879;;;32;32
г. Санкт-Петербург;ББР Банк (АО);2929;;;2;2
г. Санкт-Петербург;АО «ГОРБАНК»;2982;1;;;1
г. Санкт-Петербург;АО «Экспобанк»;2998;;;3;3
г. Санкт-Петербург;ПАО АКБ «Приморье»;3001;;;1;1
г. Санкт-Петербург;Джей энд Ти Банк (АО);3061;;;1;1
г. Санкт-Петербург;АО «Банк БЖФ»;3138;;;1;1
г. Санкт-Петербург;ООО КБ «ВНЕШФИНБАНК»;3173;;;1;1
г. Санкт-Петербург;АО КБ «ИС Банк»;3175;;;1;1
г. Санкт-Петербург;ПАО «БАЛТИНВЕСТБАНК»;3176;1;;;1
г. Санкт-Петербург;АО «Сити Инвест Банк»;3194;1;;1;2
г. Санкт-Петербург;АО «СЭБ Банк»;3235;1;;;1
г. Санкт-Петербург;ПАО БАНК «СИАБ»;3245;1;;5;6
г. Санкт-Петербург;ПАО «Промсвязьбанк»;3251;;1;23;24
г. Санкт-Петербург;АО «Газэнергобанк»;3252;;;1;1
г. Санкт-Петербург;ПАО Банк ЗЕНИТ;3255;;;8;8
г. Санкт-Петербург;Банк «ВБРР» (АО);3287;;1;;1
г. Санкт-Петербург;АО «Райффайзенбанк»;3292;;1;17;18
г. Санкт-Петербург;НКО АО ПРЦ;3306;1;;;1
г. Санкт-Петербург;АО «Кредит Европа Банк (Россия)»;3311;;;4;4
г. Санкт-Петербург;АО «Россельхозбанк»;3349;;1;17;18
г. Санкт-Петербург;КБ «Ренессанс Кредит» (ООО);3354;;;3;3
г. Санкт-Петербург;АО «СМП Банк»;3368;;1;7;8
г. Санкт-Петербург;АО «Банк Финсервис»;3388;;;1;1
г. Санкт-Петербург;АО Банк «Национальный стандарт»;3421;;;1;1
г. Санкт-Петербург;НКО «ИНКАХРАН» (АО);3454;;;1;1
г. Санкт-Петербург;АО КБ «ЮНИСТРИМ»;3467;;;16;16
г. Санкт-Петербург;Санкт-Петербургский банк инвестиций (АО);3468;1;;;1
г. Санкт-Петербург;АйСиБиСи Банк (АО);3475;;1;;1
г. Санкт-Петербург;АО «Ури Банк»;3479;;1;;1
г. Санкт-Петербург;ООО НКО «Мобильная карта»;3522;1;;;1
г. Санкт-Петербург;ООО РНКО «Платежный конструктор»;3543;1;;;1

Республика Башкортостан;АО ЮниКредит Банк;1;;1;;1
Республика Башкортостан;АКБ «Энергобанк» (АО);67;;;1;1
Республика Башкортостан;АО «БКС Банк»;101;;;2;2
Республика Башкортостан;ООО «ХКФ Банк»;316;;;7;7
Республика Башкортостан;АО «АБ „РОССИЯ“;328;;;5;5
Республика Башкортостан;Банк ГПБ (АО);354;;1;8;9
Республика Башкортостан;ПАО КБ «УБРиР»;429;;;10;10
Республика Башкортостан;АО «Почта Банк»;650;;;11;11
Республика Башкортостан;ПАО Банк Синара;705;;;1;1
Республика Башкортостан;ПАО «Совкомбанк»;963;;;7;7
Республика Башкортостан;Банк ВТБ (ПАО);1000;;;21;21
Республика Башкортостан;АО «РЕАЛИСТ БАНК»;1067;;;1;1
Республика Башкортостан;ООО «ФФИН Банк»;1143;;;1;1
Республика Башкортостан;АО «АЛЬФА-БАНК»;1326;;;24;24
Республика Башкортостан;АО «Солид Банк»;1329;;;1;1
Республика Башкортостан;ПАО Сбербанк;1481;;1;406;407
Республика Башкортостан;ПАО «БыстроБанк»;1745;;;2;2
Республика Башкортостан;ПАО «МОСКОВСКИЙ КРЕДИТНЫЙ БАНК»;1978;;;3;3
Республика Башкортостан;АКБ «Форштадт» (АО);2208;;;4;4
Республика Башкортостан;ПАО Банк «ФК Открытие»;2209;;;11;11
Республика Башкортостан;АО «Банк Интеза»;2216;;;1;1
Республика Башкортостан;ПАО «МТС-Банк»;2268;;;8;8
Республика Башкортостан;ПАО РОСБАНК;2272;;;6;6
Республика Башкортостан;ПАО «БАНК УРАЛСИБ»;2275;;1;60;61
Республика Башкортостан;АО «Банк Русский Стандарт»;2289;;;4;4
Республика Башкортостан;АКБ «Абсолют Банк» (ПАО);2306;;;2;2
Республика Башкортостан;АО «Банк ДОМ.РФ»;2312;;;1;1
Республика Башкортостан;ПАО АКБ «Металлинвестбанк»;2440;;;1;1
Республика Башкортостан;АО КБ «Пойдём!»;2534;;;5;5
Республика Башкортостан;АО АКБ «НОВИКОМБАНК»;2546;;;2;2
Республика Башкортостан;АО КБ «Ситибанк»;2557;;1;;1
Республика Башкортостан;ПАО «АКИБАНК»;2587;;;1;1
Республика Башкортостан;ПАО «АК БАРС» БАНК;2590;;;6;6
Республика Башкортостан;Банк ПТБ (ООО);2638;1;;16;17
Республика Башкортостан;КБ «ЛОКО-Банк» (АО);2707;;;1;1
Республика Башкортостан;АО «ОТП Банк»;2766;;;2;2
Республика Башкортостан;АО «Банк ФИНАМ»;2799;;;1;1
Республика Башкортостан;ПАО АКБ «АВАНГАРД»;2879;;;1;1
Республика Башкортостан;АО «Углеметбанк»;2997;;;1;1
Республика Башкортостан;АО «Экспобанк»;2998;;;1;1
Республика Башкортостан;ПАО «Промсвязьбанк»;3251;;;8;8
Республика Башкортостан;Банк «ВБРР» (АО);3287;;;4;4
Республика Башкортостан;АО «Райффайзенбанк»;3292;;;2;2
Республика Башкортостан;АО «Кредит Европа Банк (Россия)»;3311;;;1;1
Республика Башкортостан;АО «Россельхозбанк»;3349;;1;46;47
Республика Башкортостан;КБ «Ренессанс Кредит» (ООО);3354;;;2;2
Республика Башкортостан;АО «СМП Банк»;3368;;1;11;12
Республика Башкортостан;АО «Банк Финсервис»;3388;;;1;1
Республика Башкортостан;НКО «ИНКАХРАН» (АО);3454;;;1;1
Республика Башкортостан;АО КБ «ЮНИСТРИМ»;3467;;;2;2
Республика Марий Эл;АО КБ «Хлынов»;254;;;1;1
Республика Марий Эл;ООО «ХКФ Банк»;316;;;1;1
Республика Марий Эл;Банк ГПБ (АО);354;;;1;1
Республика Марий Эл;АО «Почта Банк»;650;;;1;1
Республика Марий Эл;ПАО «Норвик Банк»;902;;;2;2
Республика Марий Эл;ПАО «Совкомбанк»;963;;;1;1
Республика Марий Эл;Банк ВТБ (ПАО);1000;;;6;6
Республика Марий Эл;АО «АЛЬФА-БАНК»;1326;;;2;2
Республика Марий Эл;ПАО Сбербанк;1481;;1;52;53
Республика Марий Эл;ПАО «НБД-Банк»;1966;;;1;1
Республика Марий Эл;ПАО Банк «ФК Открытие»;2209;;;3;3
Республика Марий Эл;АО «Банк Русский Стандарт»;2289;;;1;1
Республика Марий Эл;АО КБ «Пойдём!»;2534;;;1;1
Республика Марий Эл;ПАО «АК БАРС» БАНК;2590;;;3;3
Республика Марий Эл;АО «Банк ФИНАМ»;2799;;;1;1
Республика Марий Эл;Банк «Йошкар-Ола» (ПАО);2802;1;;13;14
Республика Марий Эл;ПАО «Промсвязьбанк»;3251;;;1;1
Республика Марий Эл;АО «Россельхозбанк»;3349;;1;16;17
Республика Марий Эл;НКО «МОНЕТА» (ООО);3508;1;;;1
Республика Мордовия;ООО «ХКФ Банк»;316;;;1;1
Республика Мордовия;Банк ГПБ (АО);354;;;1;1
Республика Мордовия;АО «Почта Банк»;650;;;1;1
Республика Мордовия;ПАО «Совкомбанк»;963;;;2;2
Республика Мордовия;Банк ВТБ (ПАО);1000;;;4;4
Республика Мордовия;АО «АЛЬФА-БАНК»;1326;;;3;3
Республика Мордовия;ПАО Сбербанк;1481;;1;75;76
Республика Мордовия;АКБ «ФОРА-БАНК» (АО);1885;;;3;3
Республика Мордовия;ПАО Банк «ФК Открытие»;2209;;;1;1
